country,country_code,indicator_name,indicator_code,year,life_expectancy
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.2756097560976
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.6170731707317
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.544
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,44.66
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.1921951219512
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,53.441
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,49.33
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,53.781
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.5609756097561
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.668
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.183
Bosnia And Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.813
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.3780487804878
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.645
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.204
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,57.439
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,66.203
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.543
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.858
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,56.451
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,58.911
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,49.575
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.5934146341464
Central Europe And The Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.5752213034774
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.5146341463415
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.5
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.082
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.61
Cote D'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,52.621
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,54.168
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,48.944
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,56.764
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.772
Comoros,COM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,56.104
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,64.066
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.237
Caribbean Small States,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.2193770605245
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.757
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.536
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.911
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.246
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.8982926829268
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.319512195122
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,55.194
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.398
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.1578048780488
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.154
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.692
East Asia & Pacific (Excluding High Income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.5660002700394
Early-Demographic Dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,60.9285000051494
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.6751933934946
Europe & Central Asia (Excluding High Income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.0578562708201
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.1536909841619
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.04
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.059
Euro Area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.967680459718
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,50.516
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.9712195121951
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.3731707317073
Ethiopia,ETH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,46.657
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.8156196057326
Fragile And Conflict Affected Situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,53.3709786670396
Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.2275609756098
Fiji,FJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.457
France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.8487804878049
Faroe Islands,FRO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.3658536585366
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.881
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,60.891
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.0829268292683
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.202
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,55.722
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.118
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,47.781
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,51.857
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,47.201
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,51.497
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.1365853658537
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.823
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.0317073170732
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,61.926
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.518
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.463
High Income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.5823871981745
"Hong Kong Sar, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.8729268292683
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.584
Heavily Indebted Poor Countries (Hipc),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,49.6397721853597
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.1853658536586
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,53.524
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.3770731707317
Ibrd Only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.475124648066
Ida & Ibrd Total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.9912175771441
Ida Total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,53.275158063582
Ida Blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,54.8353887000916
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.703
Ida Only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,52.454920917003
Isle Of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.183
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,59.032
Not Classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.025
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,66.233
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,61.338
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.9919512195122
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.7585365853659
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.0195121951219
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.787
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.24
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,79.0368292682927
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.379
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,57.826
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.5512195121951
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,55.582
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,61.502
St. Kitts And Nevis,KNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.958
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.0463414634146
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.907243902439
Latin America & Caribbean (Excluding High Income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.2530634818704
Lao Pdr,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,54.7
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.865
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,43.575
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.635
St. Lucia,LCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.309
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.8238040154633
Least Developed Countries: Un Classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,50.6696418644451
Low Income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,50.9584366212897
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,78.4712926829268
Sri Lanka,LKA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.131
Lower Middle Income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,58.5024727525332
Low & Middle Income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.8225536510724
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,59.061
Late-Demographic Dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.5532049716302
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.3641463414634
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.4634146341463
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.0324390243903
"Macao Sar, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.4601219512195
St. Martin (French Part),MAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.925
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.919
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,79.749
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.554
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,52.555
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.911
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.1853756813512
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.368
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,61.792
Middle Income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.590465422465
North Macedonia,MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.5829024390244
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,46.889
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.3776341463415
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,57.395
"Middle East, North Africa, Afghanistan & Pakistan (Excluding High Income)",MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.6673249254626
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.7667317073171
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,59.8047317073171
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.362
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,44.705
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,58.291
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.9560975609756
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,43.54
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.219
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.5878135699287
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,60.833
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.82
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,42.289
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,45.483
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,63.31
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.0
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.9807317073171
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,55.65
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,59.312
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,76.0317073170732
Oecd Members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.7215702802414
Oman,OMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.584
Other Small States,OSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.0261916750851
Pakistan,PAK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,59.864
Panama,PAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.331
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,64.248
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,64.622
Palau,PLW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.849
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,59.94
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.5878048780488
Pre-Demographic Dividend,PRE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,48.8506822009196
Puerto Rico (Us),PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.877
"Korea, Dem. People'S Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.717
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.0146341463415
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.676
West Bank And Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.222
Pacific Island Small States,PSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.712646615018
Post-Demographic Dividend,PST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.6090759076253
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,74.295
Qatar,QAT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.654
Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.7843902439024
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.4743902439024
Rwanda,RWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,46.243
South Asia,SAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,58.5496193401874
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,69.341
Sudan,SDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,55.553
Senegal,SEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,57.037
Singapore,SGP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,75.6463414634146
Solomon Islands,SLB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,66.357
Sierra Leone,SLE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,43.287
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.542
San Marino,SMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.944
"Somalia, Fed. Rep.",SOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,25.418
Serbia,SRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,71.8760487804878
Sub-Saharan Africa (Excluding High Income),SSA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,50.2644714242388
South Sudan,SSD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,29.185
Sub-Saharan Africa,SSF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,49.9323096320009
Small States,SST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,65.6629094328245
Sao Tome And Principe,STP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,60.792
Suriname,SUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,62.151
Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.8829268292683
Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,73.3536585365854
Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,77.6668292682927
Eswatini,SWZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,60.392
Sint Maarten (Dutch Part),SXM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,72.384
Seychelles,SYC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.7121951219512
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.075
Turks And Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,70.54
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,46.596
East Asia & Pacific (Ida & Ibrd Countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,67.5238103908208
Europe & Central Asia (Ida & Ibrd Countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1991,68.6301496300886
